,County,2012 Pop,2012 Household Income,2017 Pop,2017 Household Income
2060,"Defiance County, Ohio",38975,46377,38311,55295
2061,"Delaware County, Ohio",174454,90499,193024,100229
2062,"Erie County, Ohio",76952,46906,75369,51033
2063,"Fairfield County, Ohio",146138,58971,151526,63424
2064,"Fayette County, Ohio",28931,38864,28659,44289
2065,"Franklin County, Ohio",1167484,50700,1253507,56319
2066,"Fulton County, Ohio",42635,53039,42296,57774
2067,"Gallia County, Ohio",30877,39399,30203,42002
2068,"Geauga County, Ohio",93485,66127,93895,77104
2069,"Greene County, Ohio",161936,57992,164825,65032
2070,"Guernsey County, Ohio",40056,39293,39414,42744
2071,"Hamilton County, Ohio",801350,49104,808703,52389
2072,"Hancock County, Ohio",75043,49350,75508,52831
2073,"Hardin County, Ohio",31986,40732,31576,46404
2074,"Harrison County, Ohio",15818,37088,15397,46223
2075,"Henry County, Ohio",28246,49423,27463,58070
2076,"Highland County, Ohio",43454,39641,43031,42333
2077,"Hocking County, Ohio",29372,40556,28547,48073
2078,"Holmes County, Ohio",42501,44091,43808,58728
2079,"Huron County, Ohio",59628,48335,58497,49710
2080,"Jackson County, Ohio",33134,36903,32624,43397
2081,"Jefferson County, Ohio",69343,40115,67349,43161
2082,"Knox County, Ohio",60791,49323,60945,51211
2083,"Lake County, Ohio",229873,56231,229701,61137
2084,"Lawrence County, Ohio",62441,40244,61057,45466
2085,"Licking County, Ohio",166135,54247,170678,59747
2086,"Logan County, Ohio",45816,47345,45323,53051
2087,"Lorain County, Ohio",301108,51756,305405,54987
2088,"Pope County, Minnesota",10978,51148,10932,58198
2089,"Ramsey County, Minnesota",510885,53152,537893,60301
2090,"Red Lake County, Minnesota",4100,48750,4017,52500
2091,"Redwood County, Minnesota",16006,46071,15430,51871
2092,"Renville County, Minnesota",15653,49800,14798,56721
2093,"Rice County, Minnesota",64171,60438,65251,63311
2094,"Rock County, Minnesota",9620,45660,9433,56753
2095,"Roseau County, Minnesota",15665,50620,15537,56273
2096,"St. Louis County, Minnesota",200150,46231,200294,50936
2097,"Scott County, Minnesota",130689,84571,141463,93151
2098,"Sherburne County, Minnesota",88558,72041,92024,83895
2099,"Sibley County, Minnesota",15189,52996,14888,60848
2100,"Stearns County, Minnesota",150307,53861,155300,59564
2101,"Steele County, Minnesota",36524,58403,36612,58882
2102,"Stevens County, Minnesota",9712,52819,9759,57552
2103,"Swift County, Minnesota",9764,45984,9448,49556
2104,"Todd County, Minnesota",24783,45287,24423,49213
2105,"Traverse County, Minnesota",3549,44025,3357,48889
2106,"Wabasha County, Minnesota",21636,53537,21490,61973
2107,"Wadena County, Minnesota",13808,35767,13626,45018
2108,"Waseca County, Minnesota",19089,53433,18898,55189
2109,"Washington County, Minnesota",238721,80747,250979,89598
2110,"Watonwan County, Minnesota",11177,49210,10936,50044
2111,"Wilkin County, Minnesota",6584,52970,6398,52917
2112,"Winona County, Minnesota",51481,46900,50992,53975
2113,"Wright County, Minnesota",124737,70930,131130,77953
2114,"Yellow Medicine County, Minnesota",10357,52134,9930,54645
2115,"Adams County, Mississippi",32391,27486,31583,30359
2116,"Alcorn County, Mississippi",37027,32846,37242,38919
2117,"Amite County, Mississippi",13139,30471,12574,30129
2118,"Attala County, Mississippi",19454,31102,18731,33815
2119,"Benton County, Mississippi",8725,26899,8306,40605
2120,"Bolivar County, Mississippi",34239,27768,33121,28468
2121,"Calhoun County, Mississippi",14903,30768,14617,33370
2122,"Carroll County, Mississippi",10553,30568,10221,43068
2123,"Chickasaw County, Mississippi",17458,31028,17305,33579
2124,"Choctaw County, Mississippi",8506,30180,8360,34542
2125,"Claiborne County, Mississippi",9681,24078,9106,24601
2126,"Clarke County, Mississippi",16688,31831,16089,37626
2127,"Clay County, Mississippi",20633,31228,19990,34118
2128,"Coahoma County, Mississippi",26099,25574,24296,28728
2129,"Copiah County, Mississippi",29324,36645,28748,38046
2130,"Covington County, Mississippi",19571,32345,19172,36471
2131,"DeSoto County, Mississippi",161536,58851,173267,62595
2132,"Forrest County, Mississippi",75378,35459,75835,39555
2133,"Franklin County, Mississippi",8055,31819,7772,42388
2134,"George County, Mississippi",22579,46263,23545,47640
2135,"Greene County, Mississippi",14352,38836,13801,48029
2136,"Grenada County, Mississippi",21886,35912,21379,34876
2137,"Hancock County, Mississippi",44044,43727,46277,47518
2138,"Harrison County, Mississippi",188110,43593,200491,44684
2139,"Hinds County, Mississippi",246335,38152,243249,41011
2140,"Holmes County, Mississippi",19207,22335,18267,20330
2141,"Humphreys County, Mississippi",9399,24783,8678,26188
2142,"Issaquena County, Mississippi",1556,24474,1296,25609
2143,"Itawamba County, Mississippi",23362,36235,23439,38358
2144,"Jackson County, Mississippi",139430,49750,141314,50274
2145,"Jasper County, Mississippi",17033,30998,16547,35271
2146,"Jefferson County, Mississippi",7743,20281,7463,21779
2147,"Jefferson Davis County, Mississippi",12364,27201,11639,26736
2148,"Jones County, Mississippi",67868,38233,68328,38656
2149,"Kemper County, Mississippi",10391,27471,10082,27016
2150,"Lafayette County, Mississippi",47586,42688,52744,45019
2151,"Lamar County, Mississippi",55580,50743,60517,56129
2152,"Lauderdale County, Mississippi",80204,36814,78221,41340
2153,"Lawrence County, Mississippi",12832,38364,12659,40432
2154,"Leake County, Mississippi",23563,30862,22936,35578
2155,"Lee County, Mississippi",83235,41242,84840,45985
2156,"Leflore County, Mississippi",32196,23659,30113,25210
2157,"Lincoln County, Mississippi",34850,37176,34542,37308
2158,"Lowndes County, Mississippi",59584,37508,59558,43198
2159,"Madison County, Mississippi",95481,60195,102212,68600
2160,"Marion County, Mississippi",26810,31865,25466,30998
2161,"Marshall County, Mississippi",37019,34459,35981,41134
2162,"Monroe County, Mississippi",36912,35370,35967,39444
2163,"Montgomery County, Mississippi",10866,30440,10309,34983
2164,"Neshoba County, Mississippi",29682,37893,29437,36755
2165,"Newton County, Mississippi",21687,35907,21437,37643
2166,"Noxubee County, Mississippi",11511,22652,10942,30808
2167,"Oktibbeha County, Mississippi",47486,29430,49392,37348
2168,"Panola County, Mississippi",34675,36147,34229,35891
2169,"Pearl River County, Mississippi",55886,41940,55049,44734
2170,"Perry County, Mississippi",12217,35942,12047,35374
2171,"Pike County, Mississippi",40300,35212,39763,30949
2172,"Pontotoc County, Mississippi",29962,40260,31075,41865
2173,"Prentiss County, Mississippi",25384,33294,25389,32854
2174,"Quitman County, Mississippi",8171,23115,7537,25671
2175,"Rankin County, Mississippi",142136,57593,149645,61605
2176,"Scott County, Mississippi",28207,35074,28399,33601
2177,"Sharkey County, Mississippi",4835,32340,4631,30033
2178,"Simpson County, Mississippi",27476,37977,27215,37591
2179,"Smith County, Mississippi",16425,36519,16114,37697
2180,"Stone County, Mississippi",17657,42862,17981,46283
2181,"Sunflower County, Mississippi",29230,26611,26915,28556
2182,"Tallahatchie County, Mississippi",15262,27689,14552,30000
2183,"Tate County, Mississippi",28580,43277,28333,46233
2184,"Tippah County, Mississippi",22095,34523,21993,39351
2185,"Tishomingo County, Mississippi",19573,32878,19476,36672
2186,"Tunica County, Mississippi",10716,30463,10276,32052
2187,"Union County, Mississippi",27175,36582,28202,40076
2188,"Walthall County, Mississippi",15405,32260,14670,31077
2189,"Warren County, Mississippi",48419,40876,47510,41635
2190,"Washington County, Mississippi",51010,27610,48002,29387
2191,"Wayne County, Mississippi",20754,30783,20458,35215
2192,"Webster County, Mississippi",10162,35391,9868,35634
2193,"Wilkinson County, Mississippi",9778,35960,9084,23340
2194,"Winston County, Mississippi",19160,32094,18482,33313
2195,"Yalobusha County, Mississippi",12647,32343,12426,37647
2196,"Yazoo County, Mississippi",28220,26769,27496,28330
2197,"Adair County, Missouri",25542,33284,25437,38750
2198,"Andrew County, Missouri",17205,57406,17358,56658
2199,"Atchison County, Missouri",5664,46059,5335,45259
2200,"Audrain County, Missouri",25617,41387,25763,44056
2201,"Barry County, Missouri",35680,38153,35398,40638
2202,"Barton County, Missouri",12428,39576,11942,41184
2203,"Bates County, Missouri",17003,39371,16405,45605
2204,"Benton County, Missouri",19021,33349,18918,35097
2205,"Bollinger County, Missouri",12389,37016,12347,40791
2206,"Boone County, Missouri",163266,47786,174589,52005
2207,"Buchanan County, Missouri",89162,44181,89425,48652
2208,"Butler County, Missouri",42792,34343,42826,37878
2209,"Caldwell County, Missouri",9302,41324,9046,44975
2210,"Callaway County, Missouri",44157,50516,44793,53180
2211,"Camden County, Missouri",43731,44577,44855,50496
2212,"Cape Girardeau County, Missouri",75690,46154,78013,49554
2213,"Carroll County, Missouri",9279,44858,8909,43583
2214,"Carter County, Missouri",6225,27209,6255,37875
2215,"Cass County, Missouri",99394,60595,101888,65352
2216,"Cedar County, Missouri",13941,31677,13862,35930
2217,"Chariton County, Missouri",7759,40538,7586,43186
2218,"Christian County, Missouri",77474,53549,83028,55761
2219,"Clark County, Missouri",7082,40466,6807,45216
2220,"Clay County, Missouri",222048,60560,236068,65675
2221,"Clinton County, Missouri",20687,53234,20495,57591
2222,"Cole County, Missouri",75813,55465,76749,54216
2223,"Cooper County, Missouri",17542,45200,17620,46547
2224,"Crawford County, Missouri",24753,35794,24387,37171
2225,"Dade County, Missouri",7811,34000,7581,38880
2226,"Dallas County, Missouri",16825,40286,16441,41441
2227,"Daviess County, Missouri",8341,42617,8300,45707
2228,"DeKalb County, Missouri",12878,43898,12564,46517
2229,"Dent County, Missouri",15595,36288,15566,38829
2230,"Douglas County, Missouri",13690,31277,13391,33003
2231,"Dunklin County, Missouri",31970,30379,30905,32348
2232,"Franklin County, Missouri",101440,48322,102413,53849
2233,"Gasconade County, Missouri",15160,41304,14769,50687
2234,"Gentry County, Missouri",6773,38465,6688,43777
2235,"Greene County, Missouri",275671,41458,286759,43175
2236,"Grundy County, Missouri",10256,37533,10111,41092
2237,"Harrison County, Missouri",8901,36909,8615,42889
2238,"Henry County, Missouri",22234,39551,21834,41089
2239,"Hickory County, Missouri",9554,29400,9352,34746
2240,"Holt County, Missouri",4840,42706,4499,43981
2241,"Howard County, Missouri",10160,42104,10144,50356
2242,"Howell County, Missouri",40330,34148,40139,34984
2243,"Iron County, Missouri",10563,33333,10286,36457
2244,"Jackson County, Missouri",672784,47023,688554,50652
2245,"Jasper County, Missouri",116493,39908,118522,45328
2246,"Jefferson County, Missouri",218628,55743,222639,60765
2247,"Johnson County, Missouri",52964,47960,53941,50689
2248,"Knox County, Missouri",4111,32500,3976,39674
2249,"Laclede County, Missouri",35507,39101,35488,42646
2250,"Lafayette County, Missouri",33278,51917,32655,52557
2251,"Lawrence County, Missouri",38559,38568,38131,41673
2252,"Lewis County, Missouri",10203,41758,10078,47148
2253,"Lincoln County, Missouri",52637,53822,54800,58603
2254,"Linn County, Missouri",12668,39028,12248,41652
2255,"Livingston County, Missouri",15068,42241,15025,45929
2256,"McDonald County, Missouri",22970,36719,22753,41207
2257,"Macon County, Missouri",15532,37405,15319,38903
2258,"Madison County, Missouri",12334,36197,12226,37484
2259,"Maries County, Missouri",9140,44885,8959,41715
2260,"Marion County, Missouri",28703,42756,28703,44098
2261,"Mercer County, Missouri",3763,38125,3669,43314
2262,"Miller County, Missouri",24822,34763,24947,41461
2263,"Mississippi County, Missouri",14231,29606,13916,32212
2264,"Moniteau County, Missouri",15587,49394,15904,50897
2265,"Monroe County, Missouri",8876,40707,8676,42011
2266,"Montgomery County, Missouri",12181,40565,11618,43094
2267,"Morgan County, Missouri",20479,35446,20097,34776
2268,"New Madrid County, Missouri",18780,35174,18030,33846
2269,"Newton County, Missouri",58314,42644,58237,46723
2270,"Nodaway County, Missouri",23305,37815,22744,41370
2271,"Oregon County, Missouri",10885,26926,10779,32070
2272,"Osage County, Missouri",13857,51006,13610,54503
2273,"Ozark County, Missouri",9672,32126,9328,32021
2274,"Pemiscot County, Missouri",18288,30194,17344,32468
2275,"Perry County, Missouri",18986,45553,19135,54935
2276,"Pettis County, Missouri",42044,38543,42309,43097
2277,"Phelps County, Missouri",44825,41388,44873,41681
2278,"Pike County, Missouri",18574,40812,18517,45112
2279,"Platte County, Missouri",89567,67419,96899,74199
2280,"Polk County, Missouri",31035,38852,31347,44805
2281,"Pulaski County, Missouri",51620,47251,53132,51137
2282,"Putnam County, Missouri",4976,35233,4846,37028
2283,"Ralls County, Missouri",10198,50145,10208,50161
2284,"Randolph County, Missouri",25388,38067,24987,44754
2285,"Ray County, Missouri",23422,52656,22859,57270
2286,"Reynolds County, Missouri",6682,33326,6361,40265
2287,"Ripley County, Missouri",14070,31431,13807,33849
2288,"St. Charles County, Missouri",360695,71416,385115,78380
2289,"St. Clair County, Missouri",9693,32075,9396,35066
2290,"Ste. Genevieve County, Missouri",18066,47809,17882,50959
2291,"St. Francois County, Missouri",65246,36716,66248,42873
2292,"St. Louis County, Missouri",999147,58485,999539,62931
2293,"Saline County, Missouri",23232,39090,23010,41567
2294,"Schuyler County, Missouri",4397,30896,4450,38848
2295,"Scotland County, Missouri",4843,40017,4883,42939
2296,"Scott County, Missouri",39192,38968,38858,41628
2297,"Shannon County, Missouri",8407,33091,8273,31202
2298,"Shelby County, Missouri",6328,34219,6084,42593
2299,"Stoddard County, Missouri",29902,37303,29634,40076
2300,"Stone County, Missouri",31968,42084,31529,43292
2301,"Sullivan County, Missouri",6667,34247,6382,42034
2302,"Taney County, Missouri",51596,40112,54308,39661
2303,"Texas County, Missouri",25840,34520,25714,35571
2304,"Vernon County, Missouri",20958,38138,20665,41479
2305,"Warren County, Missouri",32440,47877,33554,56193
2306,"Washington County, Missouri",25120,34015,24968,37810
2307,"Wayne County, Missouri",13444,30427,13369,35135
2308,"Webster County, Missouri",36183,42384,37558,45185
2309,"Worth County, Missouri",2146,39946,2053,48214
2310,"Wright County, Missouri",18732,29485,18304,31290
2311,"St. Louis city, Missouri",318527,34384,314867,38664
2312,"Beaverhead County, Montana",9228,41039,9360,43880
2313,"Big Horn County, Montana",12872,36803,13290,47276
2314,"Blaine County, Montana",6514,37899,6646,35506
2315,"Broadwater County, Montana",5575,47480,5755,55295
2316,"Carbon County, Montana",10057,47030,10466,56988
2317,"Carter County, Montana",1276,38750,1320,45347
2318,"Cascade County, Montana",81248,43817,81816,46827
2319,"Chouteau County, Montana",5811,41232,5812,39577
2320,"Custer County, Montana",11706,43232,11895,53050
2321,"Daniels County, Montana",1734,43563,1788,53591
2322,"Dawson County, Montana",9022,49894,9324,59622
2323,"Deer Lodge County, Montana",9277,34716,9131,41235
2324,"Fallon County, Montana",3051,49732,2925,56806
2325,"Fergus County, Montana",11507,39276,11327,47110
2326,"Flathead County, Montana",90967,45545,96147,51410
2327,"Windham County, Vermont",44310,51113,43332,50831
2328,"Windsor County, Vermont",56607,53124,55485,56828
2329,"Accomack County, Virginia",33454,40780,32840,42260
2330,"Albemarle County, Virginia",99484,67797,105105,72265
2331,"Alleghany County, Virginia",16297,46133,15489,46020
2332,"Amelia County, Virginia",12674,50596,12802,58535
2333,"Amherst County, Virginia",32301,45020,31819,49677
2334,"Appomattox County, Virginia",14952,50092,15462,54875
2335,"Arlington County, Virginia",209077,102459,229534,112138
2336,"Augusta County, Virginia",73662,50971,74390,59544
2337,"Bath County, Virginia",4713,51528,4458,44483
2338,"Bedford County, Virginia",68750,56906,77319,59405
2339,"Bland County, Virginia",6827,42658,6524,46927
2340,"Botetourt County, Virginia",33074,66053,33149,64733
2341,"Brunswick County, Virginia",17372,33859,16435,40871
2342,"Buchanan County, Virginia",24071,29821,22611,30828
2343,"Buckingham County, Virginia",17071,37843,17048,46610
2344,"Campbell County, Virginia",54797,45432,55158,48823
2345,"Caroline County, Virginia",28510,58044,29889,60925
2346,"Carroll County, Virginia",29989,33600,29767,41145
2347,"Charles City County, Virginia",7226,48208,7022,55069
2348,"Charlotte County, Virginia",12546,33562,12176,38350
2349,"Chesterfield County, Virginia",316895,72363,335594,76969
2350,"Clarke County, Virginia",14143,80186,14331,72129
2351,"Craig County, Virginia",5186,47691,5131,53526
2352,"Culpeper County, Virginia",46894,65567,49795,69693
2353,"Cumberland County, Virginia",9951,43137,9797,43020
2354,"Dickenson County, Virginia",15877,32622,15181,29916
2355,"Dinwiddie County, Virginia",27926,51582,28033,54640
2356,"Essex County, Virginia",11130,42446,11083,50629
2357,"Fairfax County, Virginia",1083770,109383,1142004,117515
2358,"Fauquier County, Virginia",65495,88687,68406,94775
2359,"Floyd County, Virginia",15268,44038,15594,48396
2360,"Fluvanna County, Virginia",25749,71181,26109,67964
2361,"Franklin County, Virginia",56012,45049,56277,51208
2362,"Frederick County, Virginia",78397,67694,83784,71037
2363,"Giles County, Virginia",17149,45231,16867,49734
2364,"Gloucester County, Virginia",36821,60752,37035,63881
2365,"Goochland County, Virginia",21496,82683,22148,86652
2366,"Grayson County, Virginia",15535,31931,15708,32048
2367,"Greene County, Virginia",18453,58804,19213,62952
2368,"Greensville County, Virginia",12127,38423,11606,42121
2369,"Halifax County, Virginia",36140,35191,35030,39233
2370,"Hanover County, Virginia",99964,76719,103218,84955
2371,"Henrico County, Virginia",307576,61300,324073,66447
2372,"Henry County, Virginia",53971,34373,51956,36779
2373,"Highland County, Virginia",2317,50136,2213,45094
2374,"Isle of Wight County, Virginia",35240,64491,36090,67767
2375,"James City County, Virginia",66939,76767,73028,80772
2376,"King and Queen County, Virginia",6968,49410,7052,51495
2377,"King George County, Virginia",23739,82195,25564,84770
2378,"King William County, Virginia",15861,63151,16329,67423
2379,"Lancaster County, Virginia",11371,49516,10848,51495
2380,"Lee County, Virginia",25528,31729,24428,32590
2381,"Loudoun County, Virginia",314980,122068,374558,129588
2382,"Louisa County, Virginia",33083,55765,34813,56946
2383,"Lunenburg County, Virginia",12838,34455,12369,39537
2384,"Madison County, Virginia",13270,54510,13108,52287
2385,"Mathews County, Virginia",8965,55590,8830,63622
2386,"Mecklenburg County, Virginia",32548,35399,30959,41126
2387,"Middlesex County, Virginia",10855,55625,10710,50483
2388,"Montgomery County, Virginia",94179,44166,97692,53424
2389,"Nelson County, Virginia",15000,48888,14863,53834
2390,"New Kent County, Virginia",18460,70978,20523,78429
2391,"Northampton County, Virginia",12408,34304,11998,41468
2392,"Northumberland County, Virginia",12389,51911,12254,56677
2393,"Nottoway County, Virginia",15875,38209,15537,38410
2394,"Orange County, Virginia",33625,59501,35265,67196
2395,"Page County, Virginia",24038,43745,23694,46140
2396,"Patrick County, Virginia",18513,35599,17958,37757
2397,"Pittsylvania County, Virginia",63318,42229,61970,44356
2398,"Powhatan County, Virginia",28003,76495,28364,80441
2399,"Prince Edward County, Virginia",23017,36743,22903,44147
2400,"Prince George County, Virginia",36013,63031,37704,68461
2401,"Prince William County, Virginia",404011,96160,450763,101059
2402,"Pulaski County, Virginia",34869,43072,34330,49691
2403,"Rappahannock County, Virginia",7440,57837,7359,62541
2404,"Richmond County, Virginia",9234,48958,8873,47341
2405,"Roanoke County, Virginia",92432,61686,93419,62134
2406,"Rockbridge County, Virginia",22357,45859,22440,53918
2407,"Rockingham County, Virginia",76353,51721,78653,57651
2408,"Russell County, Virginia",28773,32637,27725,40083
2409,"Scott County, Virginia",23061,37544,22290,38725
2410,"Shenandoah County, Virginia",42076,49953,42854,53934
2411,"Smyth County, Virginia",32103,34394,31298,40544
2412,"Southampton County, Virginia",18576,46703,18089,53681
2413,"Spotsylvania County, Virginia",122854,79402,130159,81434
2414,"Stafford County, Virginia",129446,96355,141159,103005
2415,"Surry County, Virginia",6988,52955,6670,54656
2416,"Sussex County, Virginia",12095,39603,11595,44608
2417,"Tazewell County, Virginia",44846,36080,42689,40309
2418,"Warren County, Virginia",37567,61693,38991,65353
2419,"Washington County, Virginia",54691,42844,54457,44844
2420,"Westmoreland County, Virginia",17468,48672,17596,55688
2421,"Wise County, Virginia",41361,35120,39539,38255
2422,"Wythe County, Virginia",29203,40564,29048,46119
2423,"York County, Virginia",65503,82454,67196,86781
2424,"Alexandria city, Virginia",140337,83996,154710,93370
2425,"Bristol city, Virginia",17747,30636,17077,37844
2426,"Buena Vista city, Virginia",6679,35921,6495,33672
2427,"Charlottesville city, Virginia",43223,44535,46487,54739
2428,"Chesapeake city, Virginia",223233,70244,235410,72214
2429,"Colonial Heights city, Virginia",17426,51612,17582,50952
2430,"Covington city, Virginia",5903,36067,5675,35546
2431,"Danville city, Virginia",43185,30505,41911,34951
2432,"Emporia city, Virginia",5825,29093,5495,27426
2433,"Fairfax city, Virginia",22712,98563,23580,106870
2434,"Falls Church city, Virginia",12300,122844,13843,114795
2435,"Franklin city, Virginia",8531,33447,8334,38760
2436,"Fredericksburg city, Virginia",24932,45951,28135,57258
2437,"Galax city, Virginia",6942,24059,6788,31311
2438,"Hampton city, Virginia",137471,51584,136255,52021
2439,"Harrisonburg city, Virginia",49043,36853,53064,43009
2440,"Hopewell city, Virginia",22501,37029,22353,40712
2441,"Lexington city, Virginia",6990,36511,7113,37309
2442,"Lynchburg city, Virginia",75657,37774,79237,41971
2443,"Manassas city, Virginia",37943,70634,41379,77551
2444,"Manassas Park city, Virginia",14409,71810,16117,79131
2445,"Martinsville city, Virginia",13854,28840,13256,33545
2446,"Newport News city, Virginia",180831,50744,180775,51082
2447,"Norfolk city, Virginia",243056,44164,245752,47137
2448,"Norton city, Virginia",3971,38983,4043,26971
2449,"Petersburg city, Virginia",32226,35126,32037,33939
2450,"Poquoson city, Virginia",12110,85033,12022,88328
2451,"Portsmouth city, Virginia",95786,46269,95536,48727
2452,"Radford city, Virginia",16511,29757,17380,36082
2453,"Richmond city, Virginia",205348,39445,220892,42356
2454,"Roanoke city, Virginia",96742,38265,99572,41483
2455,"Salem city, Virginia",24792,47776,25521,53990
2456,"Staunton city, Virginia",23906,42918,24273,46435
2457,"Suffolk city, Virginia",84216,66479,88057,68089
2458,"Virginia Beach city, Virginia",439528,65980,450057,70500
2459,"Waynesboro city, Virginia",21030,43884,21620,42112
2460,"Williamsburg city, Virginia",14207,50865,14817,54606
2461,"Winchester city, Virginia",26330,45959,27516,49330
2462,"Adams County, Washington",18575,41798,19261,48131
2463,"Asotin County, Washington",21658,42305,22259,47483
2464,"Benton County, Washington",175424,60300,190529,63001
2465,"Chelan County, Washington",72431,50582,75138,54975
2466,"Clallam County, Washington",71411,46431,73439,48002
2467,"Clark County, Washington",426984,58764,457474,67832
2468,"Columbia County, Washington",4001,45417,3999,46250
2469,"Cowlitz County, Washington",102138,46568,103590,49804
2470,"Douglas County, Washington",38369,52285,40585,55805
2471,"Ferry County, Washington",7584,35742,7568,41081
2472,"Franklin County, Washington",78680,51770,89124,60275
2473,"Garfield County, Washington",2246,51325,2226,51399
2474,"Grant County, Washington",88885,45531,93420,52382
2475,"Grays Harbor County, Washington",72272,42440,71454,45483
2476,"Island County, Washington",78707,59500,80323,61516
2477,"Jefferson County, Washington",29802,46870,30524,51842
2478,"King County, Washington",1940777,71175,2118119,83571
2479,"Kitsap County, Washington",251400,61776,258903,68336
2480,"Kittitas County, Washington",40954,41739,43726,53163
2481,"Klickitat County, Washington",20421,40171,21172,51258
2482,"Lewis County, Washington",75399,43490,76012,46387
2483,"Lincoln County, Washington",10536,45563,10344,49460
2484,"Mason County, Washington",60545,48878,61569,53087
2485,"Okanogan County, Washington",40959,40924,41377,42598
2486,"Pacific County, Washington",20945,40873,20940,39895
2487,"Pend Oreille County, Washington",12976,37582,13066,49184
2488,"Pierce County, Washington",798528,59105,845193,63881
2489,"San Juan County, Washington",15740,52712,16221,60271
2490,"Skagit County, Washington",117087,56457,121725,59263
2491,"Skamania County, Washington",11053,55319,11498,53606
2492,"Snohomish County, Washington",714443,68338,771904,78020
2493,"Spokane County, Washington",470375,49615,490764,52159
2494,"Stevens County, Washington",43498,42746,43858,47272
2495,"Thurston County, Washington",252410,63224,269885,66113
2496,"Wahkiakum County, Washington",4003,45335,4105,49508
2497,"Walla Walla County, Washington",58643,47166,59862,52630
2498,"Whatcom County, Washington",201404,51639,212738,56419
2499,"Whitman County, Washington",44997,34169,47794,41574
2500,"Yakima County, Washington",242454,44256,248279,47470
2501,"Barbour County, West Virginia",16472,36087,16790,37516
2502,"Berkeley County, West Virginia",104410,53332,111610,59480
2503,"Boone County, West Virginia",24617,42819,23236,37955
2504,"Braxton County, West Virginia",14531,31623,14345,41266
2505,"Brooke County, West Virginia",24021,42307,23067,48835
2506,"Cabell County, West Virginia",96240,37238,96100,37816
2507,"Calhoun County, West Virginia",7613,29282,7450,36279
2508,"Clay County, West Virginia",9432,33165,8901,34242
2509,"Doddridge County, West Virginia",8147,31261,8570,44437
2510,"Fayette County, West Virginia",46000,34891,44602,39297
2511,"Gilmer County, West Virginia",8623,35524,8305,37175
2512,"Grant County, West Virginia",11929,40250,11673,40093
2513,"Greenbrier County, West Virginia",35572,36539,35523,40483
2514,"Hampshire County, West Virginia",23791,28573,23412,36575
2515,"Hancock County, West Virginia",30594,37465,29921,43634
2516,"Hardy County, West Virginia",13912,34184,13812,42573
2517,"Harrison County, West Virginia",68959,41799,68438,48315
2518,"Jackson County, West Virginia",29206,41087,29123,41731
2519,"Jefferson County, West Virginia",53545,64314,55673,72526
2520,"Kanawha County, West Virginia",192572,45642,187827,46859
2521,"Lewis County, West Virginia",16389,35179,16371,39793
2522,"Lincoln County, West Virginia",21714,34066,21241,37075
2523,"Logan County, West Virginia",36508,36698,34428,37859
2524,"McDowell County, West Virginia",21966,22972,19707,25595
2525,"Marion County, West Virginia",56460,40827,56575,48158
2526,"Marshall County, West Virginia",32993,40288,32006,42473
2527,"Mason County, West Virginia",27242,37877,27000,38977
2528,"Mercer County, West Virginia",62251,34517,60963,37763
2529,"Mineral County, West Virginia",28049,32968,27421,40749
2530,"Mingo County, West Virginia",26660,34518,25150,31227
2531,"Monongalia County, West Virginia",96417,41326,103715,49624
2532,"Monroe County, West Virginia",13528,39877,13517,36684
2533,"Morgan County, West Virginia",17507,35350,17510,46346
2534,"Nicholas County, West Virginia",26201,38780,25496,39037
2535,"Ohio County, West Virginia",44307,40652,42906,45777
2536,"Pendleton County, West Virginia",7666,34087,7138,39554
2537,"Pleasants County, West Virginia",7630,42300,7527,45152
2538,"Pocahontas County, West Virginia",8750,32381,8574,37111
2539,"Preston County, West Virginia",33471,45538,33760,46673
2540,"Putnam County, West Virginia",55660,56081,56644,59113
2541,"Raleigh County, West Virginia",78852,39325,77097,42386
2542,"Randolph County, West Virginia",29361,37350,29152,40094
2543,"Ritchie County, West Virginia",10391,35634,10005,41497
2544,"Roane County, West Virginia",14884,27174,14348,37931
2545,"Summers County, West Virginia",13813,33066,13210,35218
2546,"Taylor County, West Virginia",16889,40720,16977,45916
2547,"Tucker County, West Virginia",7109,36445,7035,43294
2548,"Tyler County, West Virginia",9188,37919,8949,40902
2549,"Upshur County, West Virginia",24210,41214,24604,39434
2550,"Wayne County, West Virginia",42273,36575,41063,38905
2551,"Webster County, West Virginia",9158,25634,8637,33390
2552,"Wetzel County, West Virginia",16526,37897,15793,40694
2553,"Wirt County, West Virginia",5769,36602,5800,38936
2554,"Wood County, West Virginia",86835,42734,86016,45537
2555,"Wyoming County, West Virginia",23668,36010,22130,37644
2556,"Adams County, Wisconsin",20898,42781,20111,44003
2557,"Ashland County, Wisconsin",16113,39157,15779,41505
2558,"Barron County, Wisconsin",45882,44149,45358,49257
2559,"Bayfield County, Wisconsin",15078,44626,15004,50110
2560,"Brown County, Wisconsin",248526,53419,258004,56775
2561,"Buffalo County, Wisconsin",13544,47119,13243,54753
2562,"Burnett County, Wisconsin",15528,39382,15239,45891
2563,"Calumet County, Wisconsin",48960,64982,49737,70662
2564,"Chippewa County, Wisconsin",62362,50327,63445,55240
2565,"Clark County, Wisconsin",34610,43147,34513,49131
2566,"Columbia County, Wisconsin",56596,57869,56790,63293
2567,"Crawford County, Wisconsin",16677,41743,16313,47331
